	home_id	last_scraped	price	number_of_reviews	scores_overall	scores_accuracy	scores_cleanliness	scores_checkin	scores_communication	scores_location	scores_value	reviews_per_month
3170	9118240	2016-01-04	200	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
3171	6971260	2016-01-04	120	13	88.0	9.0	9.0	9.0	9.0	9.0	9.0	2.03
3173	945833	2016-01-04	275	3	100.0	10.0	9.0	10.0	10.0	10.0	10.0	0.1
3174	5261239	2016-01-04	103	52	81.0	9.0	7.0	10.0	9.0	10.0	8.0	4.83
3177	3720429	2016-01-04	200	7	91.0	10.0	10.0	10.0	10.0	10.0	9.0	0.43
3178	6956301	2016-01-04	120	5	100.0	10.0	10.0	10.0	10.0	10.0	9.0	0.82
3179	6750430	2016-01-04	200	14	96.0	10.0	10.0	10.0	10.0	10.0	10.0	2.05
3180	8373664	2016-01-04	115	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.13
3181	6783394	2016-01-04	125	51	91.0	10.0	10.0	9.0	10.0	9.0	9.0	8.18
3183	6727846	2016-01-04	115	7	100.0	9.0	10.0	10.0	10.0	10.0	9.0	1.07
3184	1321090	2016-01-04	95	180	96.0	10.0	10.0	10.0	10.0	10.0	10.0	6.12
3186	8503720	2016-01-04	80	15	90.0	10.0	9.0	9.0	10.0	10.0	10.0	4.5
3187	6780670	2016-01-04	130	6	93.0	10.0	9.0	10.0	10.0	9.0	9.0	0.88
3189	1060467	2016-01-04	130	62	91.0	9.0	10.0	9.0	9.0	9.0	9.0	1.98
3191	6240501	2016-01-04	72	40	89.0	10.0	9.0	10.0	10.0	9.0	9.0	4.98
3192	8150145	2016-01-04	275	7	97.0	10.0	10.0	10.0	10.0	9.0	10.0	1.91
3193	8967776	2016-01-04	80	9	93.0	10.0	10.0	10.0	10.0	10.0	10.0	3.75
3195	9679301	2016-01-04	75	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.0
3196	8690491	2016-01-04	95	10	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.26
3197	7678064	2016-01-04	310	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.15
3198	7798575	2016-01-04	38	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.98
3199	4988679	2016-01-04	189	13	91.0	10.0	9.0	10.0	10.0	9.0	9.0	2.89
3200	6093756	2016-01-04	205	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.13
3201	7921289	2016-01-04	199	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.32
3203	8117705	2016-01-04	67	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.86
3204	4324917	2016-01-04	72	30	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.84
3205	5061566	2016-01-04	175	8	93.0	10.0	9.0	10.0	10.0	10.0	10.0	0.77
3207	8518308	2016-01-04	97	13	100.0	10.0	10.0	10.0	10.0	10.0	10.0	3.94
3208	3562617	2016-01-04	200	27	85.0	8.0	8.0	9.0	9.0	9.0	8.0	1.67
3209	7109735	2016-01-04	190	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.82
3210	8501721	2016-01-04	100	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.45
3211	5306727	2016-01-04	99	6	93.0	10.0	10.0	10.0	10.0	10.0	9.0	0.64
3212	909102	2016-01-04	99	90	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.83
3213	8608525	2016-01-04	119	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.45
3214	170273	2016-01-04	225	120	99.0	10.0	10.0	10.0	10.0	10.0	10.0	2.22
3215	7075913	2016-01-04	100	21	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.87
3216	481220	2016-01-04	195	164	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.88
3217	6961346	2016-01-04	85	22	90.0	10.0	9.0	10.0	10.0	10.0	10.0	6.6
3219	6517594	2016-01-04	190	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.15
3221	7680670	2016-01-04	119	10	96.0	10.0	9.0	10.0	10.0	10.0	9.0	1.95
3222	5946675	2016-01-04	145	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.7
3223	7162664	2016-01-04	220	10	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.9
3224	6901218	2016-01-04	99	8	100.0	9.0	10.0	10.0	10.0	10.0	10.0	1.3
3225	4951430	2016-01-04	125	13	94.0	10.0	9.0	10.0	10.0	10.0	10.0	1.21
3226	7202016	2016-01-04	75	16	95.0	10.0	10.0	10.0	10.0	10.0	10.0	2.82
3227	5538663	2016-01-04	145	9	93.0	10.0	8.0	9.0	10.0	10.0	10.0	0.96
3228	363064	2016-01-04	90	37	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.13
3229	7809595	2016-01-04	76	28	98.0	10.0	10.0	10.0	10.0	10.0	9.0	5.96
3230	9094836	2016-01-04	150	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.46
3231	3039438	2016-01-04	93	15	95.0	10.0	10.0	10.0	10.0	10.0	10.0	0.75
3232	8847979	2016-01-04	89	14	97.0	10.0	10.0	10.0	10.0	10.0	10.0	5.25
3233	4047399	2016-01-04	160	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.35
3234	66611	2016-01-04	65	20	88.0	9.0	8.0	10.0	9.0	9.0	9.0	0.33
3238	7007118	2016-01-04	100	10	92.0	10.0	10.0	10.0	10.0	9.0	10.0	5.36
3239	5325809	2016-01-04	98	24	95.0	10.0	9.0	10.0	10.0	9.0	9.0	2.33
3241	555182	2016-01-04	250	13	88.0	9.0	10.0	9.0	10.0	9.0	9.0	0.49
3243	66540	2016-01-04	65	14	95.0	9.0	9.0	10.0	10.0	9.0	10.0	0.23
3244	8098383	2016-01-04	75	23	97.0	10.0	10.0	10.0	10.0	10.0	10.0	5.75
3245	5930473	2016-01-04	100	3	100.0	10.0	10.0	10.0	10.0	10.0	9.0	0.42
3246	47491	2016-01-04	60	37	94.0	9.0	9.0	10.0	10.0	9.0	9.0	0.57
3247	447523	2016-01-04	48	93	93.0	9.0	9.0	10.0	9.0	9.0	9.0	2.16
3248	3961077	2016-01-04	48	18	93.0	9.0	10.0	10.0	10.0	9.0	9.0	1.11
3249	52525	2016-01-04	60	26	92.0	9.0	9.0	10.0	10.0	10.0	10.0	0.4
3250	6811792	2016-01-04	125	4	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.87
3251	7619727	2016-01-04	200	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.28
3253	7221204	2016-01-04	85	11	95.0	9.0	10.0	10.0	10.0	9.0	10.0	2.04
3254	6495424	2016-01-04	75	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.39
3255	2737038	2016-01-04	75	29	96.0	9.0	10.0	10.0	10.0	10.0	10.0	5.76
3256	9034515	2016-01-04	80	2	100.0	9.0	9.0	9.0	9.0	9.0	9.0	2.0
3257	8147215	2016-01-04	180	4	90.0	10.0	8.0	10.0	10.0	10.0	10.0	1.35
3258	6376952	2016-01-04	240	8	100.0	10.0	9.0	10.0	10.0	10.0	10.0	1.31
3260	3613516	2016-01-04	275	2	90.0	9.0	8.0	10.0	8.0	9.0	7.0	0.4
3262	9714078	2016-01-04	108	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.0
3263	1593991	2016-01-04	150	46	98.0	10.0	10.0	10.0	10.0	10.0	9.0	2.47
3264	6239108	2016-01-04	75	22	97.0	10.0	10.0	10.0	9.0	10.0	9.0	2.95
3265	2303981	2016-01-04	99	4	100.0	9.0	10.0	10.0	10.0	9.0	10.0	0.22
3266	5104077	2016-01-04	110	3	87.0	8.0	9.0	9.0	9.0	7.0	9.0	0.53
3267	7434103	2016-01-04	92	5	100.0	10.0	10.0	10.0	10.0	9.0	9.0	0.92
3270	7650458	2016-01-04	70	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.36
3271	7219541	2016-01-04	80	1	80.0	8.0	8.0	8.0	8.0	8.0	8.0	0.21
3272	4092037	2016-01-04	250	1	100.0	10.0	8.0	10.0	10.0	10.0	10.0	0.08
3273	475361	2016-01-04	89	80	95.0	10.0	10.0	10.0	10.0	9.0	10.0	1.87
3274	6327662	2016-01-04	90	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.4
3275	9679741	2016-01-04	50	2	100.0	10.0	10.0	10.0	9.0	10.0	10.0	2.0
3276	2630912	2016-01-04	170	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.21
3277	6629657	2016-01-04	45	18	91.0	10.0	8.0	10.0	10.0	9.0	9.0	2.69
3278	1340668	2016-01-04	39	27	89.0	9.0	8.0	10.0	9.0	8.0	9.0	0.89
3279	8474584	2016-01-04	78	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.62
3281	7066118	2016-01-04	60	21	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.44
3282	4681885	2016-01-04	65	37	91.0	9.0	8.0	10.0	10.0	9.0	9.0	4.02
3283	9154462	2016-01-04	90	1	100.0	10.0	8.0	10.0	10.0	10.0	10.0	0.64
3284	3689416	2016-01-04	64	13	86.0	8.0	9.0	9.0	9.0	9.0	9.0	0.75
3285	3263722	2016-01-04	190	6	84.0	10.0	8.0	8.0	10.0	9.0	8.0	0.34
3286	5309974	2016-01-04	39	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	3.43
3287	1793138	2016-01-04	77	13	95.0	10.0	9.0	10.0	10.0	10.0	10.0	0.49
3289	8310249	2016-01-04	75	12	95.0	10.0	10.0	10.0	10.0	10.0	10.0	3.16
3290	8310398	2016-01-04	75	19	95.0	10.0	10.0	10.0	10.0	10.0	10.0	4.96
3291	158345	2016-01-04	55	277	97.0	10.0	10.0	10.0	10.0	10.0	10.0	5.13
3292	173896	2016-01-04	70	102	95.0	9.0	10.0	10.0	10.0	10.0	9.0	1.89
3293	6759038	2016-01-04	85	18	92.0	10.0	9.0	10.0	10.0	10.0	9.0	2.63
3294	9138923	2016-01-04	85	9	100.0	10.0	10.0	10.0	10.0	10.0	10.0	4.66
3295	6018416	2016-01-04	350	14	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.87
3296	1777158	2016-01-04	92	28	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.09
3297	5364414	2016-01-04	200	27	93.0	9.0	10.0	10.0	10.0	9.0	9.0	2.87
3298	1856253	2016-01-04	50	30	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.14
3299	6994406	2016-01-04	150	2	90.0	10.0	9.0	10.0	10.0	10.0	10.0	0.4
3300	1488166	2016-01-04	475	19	97.0	10.0	10.0	10.0	10.0	10.0	9.0	0.65
3301	463768	2016-01-04	375	21	93.0	9.0	9.0	9.0	9.0	9.0	9.0	0.49
3304	7389248	2016-01-04	350	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.53
3305	1022135	2016-01-04	75	7	88.0	10.0	9.0	9.0	10.0	7.0	9.0	0.23
3306	1219691	2016-01-04	119	23	99.0	10.0	10.0	10.0	10.0	9.0	10.0	0.75
3308	7403174	2016-01-04	125	16	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.93
3309	7368599	2016-01-04	200	3	93.0	9.0	9.0	9.0	9.0	9.0	8.0	0.64
3310	1692318	2016-01-04	108	12	92.0	9.0	10.0	10.0	9.0	9.0	9.0	0.84
3312	315120	2016-01-04	125	71	99.0	10.0	10.0	10.0	10.0	9.0	10.0	1.55
3313	3925572	2016-01-04	70	3	87.0	9.0	8.0	10.0	9.0	9.0	7.0	0.57
3314	5308339	2016-01-04	70	12	85.0	9.0	9.0	10.0	10.0	9.0	9.0	1.28
3315	8426749	2016-01-04	98	7	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.06
3316	107962	2016-01-04	100	159	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.88
3318	8446541	2016-01-04	80	2	80.0	9.0	10.0	10.0	10.0	9.0	10.0	0.59
3320	7534812	2016-01-04	139	3	93.0	10.0	10.0	10.0	10.0	9.0	9.0	0.61
3321	7839723	2016-01-04	150	1	80.0	10.0	10.0	8.0	8.0	6.0	8.0	0.22
3322	3209964	2016-01-04	55	1	100.0	8.0	10.0	10.0	10.0	10.0	10.0	0.25
3323	5607404	2016-01-04	125	5	84.0	9.0	10.0	9.0	10.0	9.0	9.0	0.84
3324	6103108	2016-01-04	150	4	90.0	10.0	10.0	10.0	10.0	9.0	9.0	0.78
3326	1851863	2016-01-04	95	28	96.0	10.0	10.0	10.0	10.0	9.0	10.0	1.09
3327	8130015	2016-01-04	88	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.34
3330	7826447	2016-01-04	100	3	87.0	9.0	9.0	10.0	10.0	9.0	9.0	0.65
3332	8524565	2016-01-04	50	10	100.0	10.0	10.0	10.0	10.0	10.0	10.0	3.45
3333	1561256	2016-01-04	96	60	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.11
3334	2686624	2016-01-04	85	30	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.43
3335	2897897	2016-01-04	189	25	90.0	9.0	9.0	10.0	10.0	9.0	9.0	1.28
3336	7748349	2016-01-04	55	14	94.0	9.0	9.0	10.0	10.0	9.0	10.0	2.84
3338	8411627	2016-01-04	50	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.84
3339	7559939	2016-01-04	65	2	100.0	10.0	9.0	10.0	10.0	10.0	10.0	0.75
3340	8870139	2016-01-04	79	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
3341	7198282	2016-01-04	55	15	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.76
3342	7441508	2016-01-04	65	17	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.15
3343	5882923	2016-01-04	95	54	99.0	10.0	10.0	10.0	10.0	10.0	10.0	6.02
3344	6445769	2016-01-04	100	33	88.0	9.0	9.0	10.0	9.0	10.0	9.0	4.4
3345	3959460	2016-01-04	135	45	96.0	10.0	10.0	10.0	10.0	10.0	10.0	2.74
3346	7974112	2016-01-04	87	10	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.31
3347	320704	2016-01-04	97	81	94.0	10.0	10.0	10.0	9.0	10.0	10.0	1.69
3348	3250577	2016-01-04	78	5	84.0	10.0	9.0	10.0	10.0	9.0	8.0	0.84
3349	8053049	2016-01-04	150	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.09
3350	7349099	2016-01-04	95	6	93.0	9.0	9.0	10.0	10.0	9.0	9.0	1.1
3351	5022572	2016-01-04	375	5	100.0	9.0	9.0	10.0	10.0	10.0	10.0	0.79
3353	5123904	2016-01-04	325	10	94.0	10.0	9.0	10.0	10.0	10.0	10.0	1.01
3354	2471731	2016-01-04	60	6	100.0	9.0	10.0	10.0	10.0	10.0	10.0	0.36
3355	7803176	2016-01-04	50	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.29
3356	4318814	2016-01-04	120	63	95.0	10.0	10.0	10.0	10.0	10.0	10.0	4.63
3357	4187961	2016-01-04	88	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.63
3358	7161897	2016-01-04	150	21	94.0	9.0	10.0	10.0	10.0	10.0	9.0	4.32
3359	8611952	2016-01-04	195	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.39
3360	5805907	2016-01-04	50	23	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.48
3361	5433597	2016-01-04	250	7	94.0	10.0	10.0	10.0	10.0	9.0	10.0	0.78
3362	7968548	2016-01-04	87	7	94.0	10.0	10.0	10.0	10.0	10.0	9.0	1.63
3364	4104442	2016-01-04	70	13	97.0	10.0	10.0	10.0	10.0	10.0	10.0	0.84
3366	8441477	2016-01-04	175	12	100.0	10.0	10.0	10.0	10.0	10.0	10.0	3.64
3367	6119785	2016-01-04	165	4	95.0	10.0	10.0	10.0	10.0	10.0	10.0	0.66
3368	103466	2016-01-04	120	103	96.0	10.0	10.0	10.0	10.0	10.0	10.0	2.28
3369	8168876	2016-01-04	239	1	80.0	10.0	10.0	8.0	10.0	8.0	6.0	0.3
3370	2557712	2016-01-04	200	14	99.0	10.0	10.0	10.0	10.0	10.0	10.0	0.88
3371	3238295	2016-01-04	135	26	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.42
3372	4784639	2016-01-04	155	15	100.0	10.0	10.0	10.0	10.0	10.0	9.0	1.27
3374	1133329	2016-01-04	78	64	89.0	9.0	9.0	10.0	9.0	9.0	9.0	2.0
3375	2723368	2016-01-04	50	43	95.0	10.0	10.0	10.0	10.0	10.0	10.0	2.09
3376	7420762	2016-01-04	90	17	98.0	10.0	10.0	10.0	10.0	10.0	10.0	5.31
3377	4947002	2016-01-04	151	14	98.0	10.0	10.0	10.0	10.0	9.0	10.0	1.39
3378	3209633	2016-01-04	75	44	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.29
3380	6992387	2016-01-04	189	7	94.0	9.0	10.0	10.0	10.0	10.0	9.0	1.19
3381	9068419	2016-01-04	85	6	97.0	10.0	10.0	10.0	10.0	9.0	9.0	3.1
3382	5029665	2016-01-04	112	5	96.0	9.0	10.0	10.0	10.0	10.0	10.0	0.47
3385	6577729	2016-01-04	100	17	94.0	10.0	10.0	10.0	10.0	10.0	10.0	2.46
3387	7970663	2016-01-04	150	6	84.0	10.0	8.0	9.0	10.0	10.0	9.0	1.42
3388	2858482	2016-01-04	55	22	97.0	10.0	10.0	10.0	10.0	10.0	10.0	1.18
3390	7748866	2016-01-04	80	16	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.36
3392	5078129	2016-01-04	95	42	97.0	10.0	10.0	10.0	10.0	9.0	10.0	3.89
3394	6543677	2016-01-04	50	21	95.0	10.0	10.0	10.0	10.0	10.0	10.0	3.18
3395	202251	2016-01-04	190	11	95.0	10.0	10.0	10.0	10.0	9.0	9.0	0.62
3397	6438518	2016-01-04	145	20	94.0	9.0	10.0	10.0	10.0	9.0	9.0	2.96
3398	5444457	2016-01-04	90	15	97.0	10.0	10.0	10.0	10.0	10.0	10.0	1.56
3399	7574864	2016-01-04	349	1	80.0	8.0	10.0	10.0	8.0	10.0	8.0	0.86
3400	2969955	2016-01-04	150	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.12
3401	9473312	2016-01-04	105	1	100.0	10.0	10.0	10.0	10.0	8.0	8.0	1.0
3402	254340	2016-01-04	95	86	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.74
3403	496074	2016-01-04	85	80	94.0	9.0	10.0	10.0	10.0	10.0	9.0	1.93
3406	1256892	2016-01-04	100	94	96.0	10.0	10.0	10.0	10.0	10.0	10.0	3.03
3408	4598160	2016-01-04	67	106	99.0	10.0	10.0	10.0	10.0	10.0	10.0	8.5
3409	6127974	2016-01-04	75	36	95.0	10.0	9.0	10.0	9.0	10.0	9.0	4.34
3410	748526	2016-01-04	69	38	91.0	9.0	10.0	10.0	10.0	9.0	9.0	1.01
3411	3908378	2016-01-04	96	101	96.0	10.0	10.0	10.0	10.0	10.0	9.0	6.06
3412	2868006	2016-01-04	60	8	94.0	10.0	10.0	10.0	10.0	9.0	9.0	0.4
3413	5683646	2016-01-04	95	41	93.0	10.0	10.0	10.0	10.0	10.0	9.0	4.35
3414	2762241	2016-01-04	100	30	91.0	10.0	10.0	10.0	10.0	9.0	9.0	1.63
3415	4760181	2016-01-04	55	60	97.0	10.0	10.0	10.0	10.0	10.0	10.0	4.81
3416	4287974	2016-01-04	130	33	96.0	10.0	10.0	10.0	10.0	10.0	10.0	2.55
3417	48848	2016-01-04	125	22	99.0	10.0	10.0	10.0	10.0	10.0	10.0	0.35
3419	3774113	2016-01-04	200	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.19
3420	8227710	2016-01-04	400	2	90.0	9.0	7.0	9.0	9.0	9.0	9.0	0.92
3421	23919	2016-01-04	165	6	97.0	10.0	10.0	10.0	9.0	10.0	9.0	0.09
3423	7872818	2016-01-04	85	11	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.33
3425	1737244	2016-01-04	62	11	91.0	10.0	10.0	10.0	10.0	10.0	9.0	1.13
3426	1429904	2016-01-04	100	66	95.0	10.0	10.0	10.0	10.0	9.0	9.0	2.31
3427	9074837	2016-01-04	100	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.34
3428	4278896	2016-01-04	60	33	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.23
3429	4016079	2016-01-04	185	15	99.0	10.0	10.0	10.0	10.0	10.0	10.0	0.96
3430	7389950	2016-01-04	99	12	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.55
3432	8612922	2016-01-04	125	9	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.93
3433	7564942	2016-01-04	60	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.79
3434	5228066	2016-01-04	100	2	90.0	10.0	10.0	10.0	10.0	10.0	10.0	0.21
3435	8150045	2016-01-04	55	14	94.0	10.0	10.0	10.0	10.0	10.0	9.0	3.41
3436	3413183	2016-01-04	550	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.05
3437	3123041	2016-01-04	75	79	96.0	10.0	9.0	10.0	10.0	10.0	10.0	4.04
3438	2492143	2016-01-04	95	18	90.0	10.0	10.0	10.0	10.0	9.0	9.0	0.83
3439	6714652	2016-01-04	150	11	98.0	9.0	9.0	9.0	9.0	10.0	9.0	1.88
3440	6678058	2016-01-04	110	12	93.0	10.0	10.0	10.0	10.0	10.0	10.0	1.98
3441	1696194	2016-01-04	228	11	96.0	9.0	9.0	10.0	10.0	9.0	9.0	0.51
3442	9352778	2016-01-04	110	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.0
3443	2720963	2016-01-04	950	5	96.0	10.0	10.0	10.0	10.0	10.0	10.0	0.74
3444	6591879	2016-01-04	225	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.16
3447	3971346	2016-01-04	250	35	98.0	10.0	9.0	10.0	10.0	10.0	9.0	2.14
3448	3382533	2016-01-04	150	50	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.84
3449	8943821	2016-01-04	48	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.98
3450	4485424	2016-01-04	330	37	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.72
3451	7227464	2016-01-04	125	17	96.0	10.0	10.0	10.0	10.0	9.0	10.0	3.11
3454	8012443	2016-01-04	70	11	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.58
3455	8094338	2016-01-04	70	7	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.65
3456	5096363	2016-01-04	72	34	96.0	10.0	10.0	10.0	10.0	9.0	9.0	2.96
3457	1980283	2016-01-04	99	34	94.0	10.0	10.0	10.0	10.0	9.0	10.0	1.92
3458	2761092	2016-01-04	78	20	91.0	9.0	10.0	10.0	10.0	9.0	9.0	3.7
3460	1145148	2016-01-04	250	13	98.0	10.0	9.0	10.0	10.0	9.0	10.0	0.42
3461	7039427	2016-01-04	39	42	99.0	10.0	10.0	10.0	10.0	10.0	10.0	8.46
3462	7527242	2016-01-04	95	3	93.0	9.0	10.0	10.0	10.0	9.0	10.0	0.63
3464	9238818	2016-01-04	102	2	80.0	10.0	10.0	10.0	10.0	8.0	9.0	1.18
3465	3025456	2016-01-04	60	70	96.0	10.0	10.0	10.0	10.0	9.0	10.0	4.01
3466	6888107	2016-01-04	49	13	97.0	10.0	10.0	10.0	10.0	9.0	9.0	2.06
3467	3242605	2016-01-04	60	109	94.0	10.0	9.0	10.0	10.0	10.0	10.0	5.74
3468	6118198	2016-01-04	79	23	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.8
3469	189156	2016-01-04	76	106	96.0	10.0	9.0	10.0	10.0	10.0	10.0	2.01
3470	6990677	2016-01-04	110	18	96.0	10.0	10.0	10.0	10.0	9.0	10.0	2.89
3472	8645226	2016-01-04	59	11	96.0	9.0	10.0	10.0	10.0	10.0	10.0	3.67
3473	859467	2016-01-04	195	48	89.0	9.0	8.0	9.0	9.0	10.0	9.0	1.44
3474	9096972	2016-01-04	85	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.0
3475	1246117	2016-01-04	200	27	96.0	9.0	10.0	10.0	10.0	9.0	10.0	1.75
3476	7665415	2016-01-04	109	9	91.0	10.0	9.0	10.0	10.0	10.0	9.0	2.5
3477	8583457	2016-01-04	200	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.72
3478	146301	2016-01-04	135	10	94.0	10.0	10.0	10.0	10.0	9.0	9.0	0.28
3479	677266	2016-01-04	70	59	92.0	9.0	9.0	9.0	9.0	9.0	9.0	1.47
3480	9419	2016-01-04	90	79	91.0	9.0	9.0	10.0	10.0	9.0	9.0	1.19
3481	1950012	2016-01-04	50	34	97.0	10.0	9.0	10.0	10.0	9.0	10.0	2.02
3482	9508837	2016-01-04	99	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	5.62
3483	226677	2016-01-04	70	48	93.0	9.0	9.0	9.0	10.0	9.0	9.0	0.95
3484	7256122	2016-01-04	65	28	96.0	10.0	10.0	10.0	10.0	9.0	10.0	5.38
3485	6765354	2016-01-04	90	12	92.0	9.0	9.0	10.0	9.0	9.0	9.0	1.98
3486	3303376	2016-01-04	75	20	90.0	9.0	9.0	10.0	10.0	9.0	9.0	1.08
3489	4589654	2016-01-04	105	15	88.0	9.0	9.0	9.0	10.0	8.0	9.0	1.25
3490	7843145	2016-01-04	125	5	96.0	10.0	9.0	10.0	10.0	9.0	9.0	2.31
3491	8194164	2016-01-04	60	2	90.0	10.0	10.0	10.0	10.0	10.0	10.0	0.5
3493	6810430	2016-01-04	65	40	93.0	10.0	10.0	10.0	9.0	9.0	10.0	5.91
3494	902609	2016-01-04	58	107	95.0	10.0	10.0	10.0	10.0	9.0	10.0	3.16
3495	696004	2016-01-04	120	64	92.0	9.0	10.0	10.0	10.0	8.0	9.0	1.69
3496	4824581	2016-01-04	150	26	99.0	10.0	10.0	10.0	10.0	9.0	10.0	2.13
3497	72743	2016-01-04	55	95	97.0	10.0	10.0	10.0	10.0	9.0	10.0	1.63
3498	6019762	2016-01-04	110	3	93.0	10.0	9.0	10.0	10.0	7.0	10.0	0.48
3499	6133684	2016-01-04	75	5	92.0	10.0	9.0	10.0	10.0	8.0	9.0	0.64
3501	6479027	2016-01-04	53	10	92.0	9.0	9.0	10.0	10.0	9.0	10.0	1.52
3502	2508065	2016-01-04	129	5	100.0	10.0	10.0	10.0	10.0	8.0	10.0	0.26
3503	8089781	2016-01-04	30	17	92.0	10.0	10.0	10.0	10.0	10.0	9.0	4.08
3504	7692789	2016-01-04	70	7	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.48
3505	8136553	2016-01-04	80	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.25
3506	1042022	2016-01-04	125	105	94.0	10.0	10.0	10.0	10.0	10.0	9.0	3.22
3507	8863714	2016-01-04	95	3	80.0	7.0	6.0	10.0	10.0	10.0	7.0	1.14
3508	4557204	2016-01-04	285	6	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.48
3509	6644760	2016-01-04	109	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
3512	4464542	2016-01-04	80	3	80.0	9.0	8.0	9.0	9.0	9.0	9.0	0.85
3513	3817141	2016-01-04	200	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.06
3514	2103939	2016-01-04	70	33	89.0	9.0	10.0	9.0	9.0	9.0	9.0	1.35
3515	8387068	2016-01-04	139	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.6
