	home_id	last_scraped	price	number_of_reviews	scores_overall	scores_accuracy	scores_cleanliness	scores_checkin	scores_communication	scores_location	scores_value	reviews_per_month
1936	3951768	2016-01-04	58	37	89.0	9.0	9.0	9.0	10.0	8.0	9.0	2.26
1937	7007598	2016-01-04	170	5	92.0	9.0	10.0	10.0	10.0	8.0	10.0	0.93
1938	7800238	2016-01-04	85	18	99.0	10.0	10.0	10.0	10.0	10.0	10.0	6.92
1939	4581256	2016-01-04	38	27	89.0	10.0	10.0	9.0	9.0	9.0	9.0	2.1
1940	4163851	2016-01-04	104	19	93.0	10.0	10.0	10.0	9.0	8.0	9.0	1.23
1941	479653	2016-01-04	150	59	93.0	10.0	9.0	10.0	10.0	9.0	10.0	1.41
1942	6647442	2016-01-04	55	41	93.0	9.0	10.0	10.0	9.0	9.0	9.0	6.21
1943	7247518	2016-01-04	130	4	95.0	10.0	10.0	10.0	10.0	9.0	10.0	0.7
1944	6831239	2016-01-04	38	9	91.0	9.0	10.0	9.0	9.0	9.0	10.0	1.89
1945	108765	2016-01-04	122	35	99.0	10.0	10.0	10.0	10.0	10.0	10.0	0.63
1946	8174943	2016-01-04	55	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
1947	6360895	2016-01-04	109	29	97.0	10.0	10.0	10.0	10.0	9.0	10.0	4.1
1948	6363765	2016-01-04	199	21	88.0	9.0	9.0	9.0	9.0	9.0	9.0	2.79
1949	6183330	2016-01-04	100	16	95.0	10.0	10.0	10.0	10.0	10.0	10.0	3.29
1950	2612025	2016-01-04	45	82	91.0	9.0	10.0	10.0	10.0	9.0	9.0	3.92
1951	7630155	2016-01-04	80	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.49
1953	6105021	2016-01-04	99	18	98.0	10.0	10.0	10.0	10.0	9.0	10.0	3.25
1955	6626493	2016-01-04	69	15	97.0	10.0	10.0	10.0	10.0	9.0	10.0	2.39
1956	573942	2016-01-04	65	77	95.0	9.0	9.0	9.0	9.0	9.0	9.0	1.87
1959	9564093	2016-01-04	60	3	87.0	10.0	9.0	10.0	10.0	8.0	9.0	3.0
1960	1652107	2016-01-04	175	56	92.0	9.0	9.0	10.0	10.0	8.0	9.0	2.07
1962	942490	2016-01-04	80	74	86.0	9.0	9.0	10.0	9.0	9.0	9.0	2.19
1963	8653722	2016-01-04	85	5	96.0	10.0	10.0	10.0	10.0	9.0	10.0	1.72
1964	7562591	2016-01-04	215	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.25
1966	823989	2016-01-04	105	55	92.0	9.0	9.0	9.0	9.0	8.0	9.0	1.51
1967	7596934	2016-01-04	90	4	95.0	10.0	10.0	10.0	10.0	10.0	10.0	0.84
1968	6832592	2016-01-04	125	15	95.0	10.0	10.0	10.0	10.0	10.0	9.0	2.57
1969	3922853	2016-01-04	105	14	99.0	10.0	10.0	10.0	10.0	10.0	10.0	1.06
1972	9075558	2016-01-04	34	6	57.0	6.0	5.0	8.0	9.0	8.0	7.0	2.95
1974	6660186	2016-01-04	85	16	95.0	10.0	10.0	10.0	10.0	10.0	9.0	2.31
1975	716829	2016-01-04	62	1	71.0	10.0	6.0	6.0	4.0	8.0	8.0	0.03
1976	3916050	2016-01-04	49	39	86.0	9.0	8.0	9.0	9.0	9.0	8.0	2.35
1977	2187906	2016-01-04	50	21	93.0	10.0	9.0	10.0	10.0	9.0	9.0	0.96
1978	9091301	2016-01-04	50	3	87.0	9.0	10.0	10.0	10.0	9.0	9.0	1.3
1980	7382368	2016-01-04	40	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.32
1984	7064681	2016-01-04	25	4	90.0	10.0	10.0	10.0	10.0	9.0	10.0	0.71
1985	1935439	2016-01-04	49	3	80.0	10.0	8.0	8.0	7.0	10.0	9.0	0.16
1986	5931372	2016-01-04	129	12	80.0	9.0	8.0	9.0	9.0	8.0	9.0	1.37
1987	1984692	2016-01-04	175	5	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.27
1988	4360604	2016-01-04	42	16	95.0	9.0	9.0	10.0	10.0	9.0	10.0	1.67
1990	7151107	2016-01-04	299	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.92
1991	7935437	2016-01-04	99	3	100.0	10.0	10.0	9.0	10.0	9.0	10.0	0.75
1992	6364753	2016-01-04	175	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.6
1994	6166307	2016-01-04	120	21	97.0	10.0	10.0	10.0	10.0	9.0	9.0	2.68
1996	6411259	2016-01-04	56	31	94.0	9.0	9.0	10.0	10.0	10.0	9.0	4.41
1997	670262	2016-01-04	55	2	100.0	10.0	10.0	10.0	10.0	10.0	9.0	0.06
1999	6926511	2016-01-04	235	7	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.14
2001	5640722	2016-01-04	60	29	99.0	10.0	10.0	10.0	10.0	9.0	10.0	3.09
2002	6701018	2016-01-04	67	21	84.0	9.0	9.0	10.0	9.0	7.0	9.0	3.07
2003	3653575	2016-01-04	95	26	97.0	10.0	10.0	10.0	10.0	10.0	10.0	1.47
2004	7647221	2016-01-04	115	3	93.0	9.0	9.0	10.0	10.0	9.0	9.0	1.58
2005	3637180	2016-01-04	50	58	95.0	9.0	10.0	10.0	10.0	9.0	10.0	3.26
2006	6215199	2016-01-04	199	7	91.0	9.0	9.0	9.0	9.0	7.0	9.0	1.04
2007	714043	2016-01-04	86	36	96.0	10.0	9.0	10.0	10.0	9.0	9.0	0.91
2008	3890990	2016-01-04	175	57	91.0	9.0	9.0	10.0	10.0	9.0	9.0	3.43
2009	4038347	2016-01-04	55	48	83.0	9.0	8.0	9.0	9.0	9.0	9.0	3.01
2010	523883	2016-01-04	68	49	93.0	10.0	10.0	10.0	10.0	9.0	9.0	1.16
2011	4111954	2016-01-04	60	11	95.0	10.0	9.0	10.0	10.0	10.0	9.0	0.82
2012	4693488	2016-01-04	90	22	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.92
2013	5127136	2016-01-04	139	43	98.0	10.0	10.0	10.0	10.0	9.0	10.0	4.94
2014	7674720	2016-01-04	51	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.53
2015	8028801	2016-01-04	50	14	94.0	10.0	9.0	10.0	10.0	10.0	10.0	3.62
2017	178844	2016-01-04	80	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.54
2018	8034871	2016-01-04	95	6	100.0	10.0	10.0	10.0	10.0	9.0	10.0	1.51
2019	3208330	2016-01-04	85	52	96.0	10.0	10.0	10.0	10.0	9.0	10.0	2.73
2021	4863533	2016-01-04	100	2	90.0	10.0	8.0	10.0	10.0	10.0	9.0	0.36
2022	4360485	2016-01-04	63	16	96.0	10.0	9.0	10.0	10.0	10.0	10.0	1.54
2023	8194286	2016-01-04	100	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.3
2024	5524847	2016-01-04	135	20	91.0	9.0	10.0	10.0	10.0	9.0	9.0	2.26
2026	8483744	2016-01-04	69	1	80.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
2027	609421	2016-01-04	280	2	90.0	8.0	10.0	10.0	10.0	9.0	9.0	0.12
2028	3543247	2016-01-04	160	58	100.0	10.0	10.0	10.0	10.0	10.0	10.0	4.0
2029	4567243	2016-01-04	75	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.16
2030	749758	2016-01-04	98	13	85.0	9.0	9.0	10.0	10.0	9.0	9.0	0.4
2031	4854767	2016-01-04	109	19	93.0	9.0	9.0	10.0	10.0	10.0	9.0	1.52
2033	5014835	2016-01-04	225	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.23
2034	421168	2016-01-04	69	209	96.0	10.0	10.0	10.0	10.0	9.0	10.0	4.91
2035	58503	2016-01-04	75	76	94.0	9.0	9.0	10.0	10.0	10.0	9.0	4.91
2036	7881802	2016-01-04	300	4	85.0	9.0	9.0	9.0	9.0	10.0	9.0	1.19
2039	370361	2016-01-04	85	113	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.47
2041	3535171	2016-01-04	52	44	95.0	10.0	10.0	10.0	10.0	10.0	10.0	2.47
2042	2037250	2016-01-04	100	23	97.0	10.0	10.0	10.0	10.0	10.0	9.0	1.03
2043	2605975	2016-01-04	50	52	89.0	9.0	9.0	10.0	9.0	9.0	9.0	2.73
2044	4825472	2016-01-04	35	15	89.0	9.0	9.0	10.0	10.0	9.0	9.0	2.15
2045	5500398	2016-01-04	66	24	94.0	10.0	10.0	9.0	9.0	9.0	10.0	2.59
2046	587584	2016-01-04	99	11	100.0	9.0	9.0	10.0	10.0	9.0	9.0	0.26
2047	1220816	2016-01-04	89	56	90.0	9.0	10.0	10.0	10.0	9.0	9.0	1.91
2050	3793790	2016-01-04	45	39	97.0	10.0	10.0	10.0	10.0	9.0	10.0	2.3
2051	9013210	2016-01-04	60	3	100.0	10.0	10.0	10.0	10.0	9.0	10.0	1.25
2053	23356	2016-01-04	215	6	83.0	8.0	9.0	10.0	9.0	7.0	8.0	0.1
2054	6425537	2016-01-04	138	11	88.0	10.0	8.0	10.0	10.0	9.0	9.0	1.56
2056	8634897	2016-01-04	270	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.09
2057	3604931	2016-01-04	495	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.24
2058	6937492	2016-01-04	165	14	91.0	10.0	10.0	10.0	10.0	10.0	10.0	2.46
2059	1048798	2016-01-04	129	106	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.23
2060	613020	2016-01-04	75	105	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.51
2062	6215943	2016-01-04	177	7	90.0	9.0	9.0	10.0	9.0	9.0	10.0	0.99
2063	4069543	2016-01-04	85	67	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.17
2064	3986788	2016-01-04	87	6	90.0	9.0	10.0	9.0	9.0	10.0	10.0	1.06
2065	3968416	2016-01-04	78	31	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.89
2066	1806899	2016-01-04	60	70	96.0	10.0	10.0	10.0	10.0	9.0	10.0	3.39
2067	6168769	2016-01-04	80	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.12
2068	8187592	2016-01-04	180	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.6
2069	1925661	2016-01-04	39	23	96.0	10.0	10.0	10.0	10.0	9.0	9.0	1.18
2070	4760968	2016-01-04	60	64	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.91
2071	3953365	2016-01-04	42	57	96.0	10.0	10.0	10.0	10.0	9.0	9.0	3.44
2072	4909327	2016-01-04	126	14	97.0	10.0	10.0	10.0	10.0	9.0	10.0	2.05
2073	7828509	2016-01-04	60	1	100.0	8.0	8.0	10.0	10.0	10.0	8.0	0.35
2075	1323634	2016-01-04	89	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.04
2076	571640	2016-01-04	79	7	90.0	8.0	9.0	10.0	10.0	8.0	9.0	0.17
2077	613151	2016-01-04	169	4	87.0	8.0	7.0	6.0	6.0	7.0	7.0	0.1
2078	278192	2016-01-04	79	14	95.0	9.0	8.0	10.0	10.0	8.0	9.0	0.3
2079	571651	2016-01-04	69	4	86.0	9.0	8.0	10.0	10.0	8.0	8.0	0.16
2080	7883181	2016-01-04	60	4	90.0	10.0	9.0	10.0	10.0	9.0	9.0	0.96
2081	7718139	2016-01-04	65	4	100.0	10.0	10.0	10.0	10.0	10.0	9.0	0.79
2083	4668327	2016-01-04	100	18	91.0	10.0	9.0	10.0	9.0	9.0	9.0	2.41
2084	7636185	2016-01-04	90	24	98.0	10.0	10.0	10.0	10.0	9.0	10.0	5.9
2085	6421243	2016-01-04	59	14	86.0	9.0	10.0	10.0	10.0	9.0	8.0	2.03
2086	5580773	2016-01-04	70	8	91.0	9.0	9.0	10.0	10.0	10.0	10.0	1.07
2087	8737284	2016-01-04	65	3	93.0	9.0	8.0	10.0	10.0	9.0	10.0	1.18
2088	958475	2016-01-04	85	99	97.0	10.0	10.0	10.0	10.0	9.0	10.0	3.11
2089	8605841	2016-01-04	74	2	70.0	10.0	10.0	10.0	10.0	10.0	10.0	1.05
2090	7500728	2016-01-04	99	14	94.0	10.0	10.0	10.0	10.0	9.0	9.0	2.71
2091	606297	2016-01-04	399	81	87.0	8.0	8.0	9.0	9.0	8.0	8.0	1.95
2093	7096107	2016-01-04	65	10	92.0	9.0	9.0	10.0	10.0	10.0	8.0	1.62
2096	143580	2016-01-04	75	238	94.0	10.0	9.0	10.0	10.0	9.0	9.0	4.31
2097	611500	2016-01-04	219	29	86.0	9.0	9.0	10.0	10.0	8.0	8.0	0.7
2098	264829	2016-01-04	165	41	89.0	8.0	8.0	9.0	10.0	8.0	9.0	0.83
2099	1856851	2016-01-04	87	45	95.0	9.0	10.0	10.0	10.0	9.0	9.0	1.79
2101	392140	2016-01-04	75	137	97.0	10.0	9.0	10.0	10.0	9.0	9.0	3.07
2102	3139972	2016-01-04	30	81	94.0	10.0	9.0	10.0	10.0	9.0	10.0	4.22
2103	10020221	2016-01-04	55	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
2104	8759443	2016-01-04	45	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.72
2105	6317449	2016-01-04	50	2	100.0	8.0	10.0	10.0	10.0	10.0	10.0	0.28
2106	6416765	2016-01-04	149	21	87.0	9.0	10.0	10.0	10.0	8.0	9.0	3.44
2107	5056580	2016-01-04	99	100	100.0	10.0	10.0	10.0	10.0	10.0	10.0	10.95
2108	6793490	2016-01-04	69	26	95.0	10.0	10.0	10.0	10.0	9.0	10.0	4.53
2109	2069917	2016-01-04	69	18	91.0	10.0	10.0	10.0	10.0	9.0	9.0	1.64
2110	3258585	2016-01-04	80	59	97.0	10.0	10.0	10.0	10.0	9.0	9.0	3.12
2111	815017	2016-01-04	55	136	94.0	10.0	8.0	10.0	10.0	10.0	9.0	3.62
2112	6610942	2016-01-04	75	14	94.0	10.0	10.0	10.0	10.0	10.0	10.0	2.64
2113	5365612	2016-01-04	50	5	100.0	9.0	10.0	10.0	10.0	8.0	8.0	0.53
2114	1556170	2016-01-04	69	68	91.0	9.0	10.0	10.0	10.0	9.0	9.0	2.51
2115	2486612	2016-01-04	112	65	91.0	9.0	9.0	10.0	10.0	9.0	9.0	2.91
2117	6872650	2016-01-04	65	35	98.0	10.0	10.0	10.0	10.0	10.0	10.0	6.73
2118	7634011	2016-01-04	104	24	82.0	9.0	8.0	9.0	9.0	9.0	9.0	4.8
2119	1898511	2016-01-04	60	34	95.0	9.0	10.0	9.0	10.0	9.0	9.0	1.32
2120	8067053	2016-01-04	60	3	80.0	8.0	6.0	8.0	10.0	9.0	9.0	0.75
2121	1872885	2016-01-04	105	5	100.0	9.0	9.0	10.0	9.0	9.0	9.0	0.38
2122	6561379	2016-01-04	144	15	99.0	10.0	10.0	10.0	10.0	10.0	10.0	2.26
2123	265901	2016-01-04	69	15	98.0	10.0	10.0	10.0	10.0	9.0	10.0	0.31
2124	392779	2016-01-04	108	80	98.0	10.0	10.0	10.0	10.0	9.0	9.0	1.84
2125	202174	2016-01-04	159	14	96.0	10.0	10.0	10.0	10.0	9.0	9.0	0.33
2126	7853358	2016-01-04	85	11	98.0	10.0	10.0	10.0	10.0	9.0	10.0	2.92
2127	2197168	2016-01-04	135	79	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.35
2129	5593399	2016-01-04	120	7	91.0	10.0	9.0	10.0	10.0	9.0	9.0	0.76
2130	366301	2016-01-04	70	9	91.0	9.0	9.0	10.0	10.0	9.0	9.0	1.42
2131	6644628	2016-01-04	150	9	96.0	10.0	10.0	9.0	10.0	9.0	9.0	1.32
2132	3593582	2016-01-04	120	1	80.0	10.0	6.0	10.0	10.0	10.0	10.0	0.15
2133	6716620	2016-01-04	65	14	96.0	10.0	9.0	10.0	10.0	9.0	9.0	2.03
2134	6796066	2016-01-04	60	10	98.0	9.0	8.0	10.0	10.0	10.0	9.0	1.66
2135	3977450	2016-01-04	36	67	94.0	10.0	10.0	10.0	10.0	9.0	10.0	4.46
2136	793629	2016-01-04	95	109	95.0	10.0	10.0	10.0	10.0	9.0	10.0	2.95
2138	5705161	2016-01-04	75	93	96.0	10.0	10.0	10.0	10.0	9.0	10.0	9.72
2140	5364119	2016-01-04	63	23	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.28
2141	6211882	2016-01-04	60	13	97.0	10.0	10.0	10.0	10.0	10.0	9.0	1.67
2142	4374326	2016-01-04	37	46	95.0	10.0	9.0	10.0	10.0	9.0	9.0	3.14
2143	7887651	2016-01-04	85	3	100.0	9.0	10.0	10.0	10.0	9.0	9.0	0.75
2144	9013441	2016-01-04	85	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	3.0
2145	7362757	2016-01-04	84	52	97.0	10.0	10.0	10.0	10.0	9.0	10.0	9.63
2147	4639040	2016-01-04	39	12	98.0	10.0	9.0	10.0	10.0	10.0	10.0	1.02
2148	2586350	2016-01-04	105	68	94.0	10.0	10.0	10.0	10.0	8.0	9.0	3.57
2149	6482409	2016-01-04	105	39	97.0	10.0	10.0	10.0	10.0	9.0	10.0	5.52
2151	8409975	2016-01-04	34	11	93.0	9.0	9.0	9.0	9.0	9.0	10.0	3.59
2152	8409926	2016-01-04	35	15	92.0	10.0	9.0	9.0	8.0	9.0	10.0	4.21
2153	6107518	2016-01-04	65	31	97.0	10.0	10.0	10.0	10.0	9.0	10.0	3.99
2154	9797000	2016-01-04	75	2	90.0	10.0	10.0	10.0	10.0	10.0	10.0	2.0
2155	5242148	2016-01-04	199	36	98.0	10.0	10.0	10.0	10.0	9.0	10.0	3.74
2156	3372535	2016-01-04	45	25	96.0	9.0	9.0	10.0	10.0	9.0	9.0	1.39
2157	995443	2016-01-04	85	17	96.0	10.0	9.0	10.0	10.0	9.0	9.0	0.54
2158	3279728	2016-01-04	150	9	89.0	10.0	9.0	10.0	10.0	9.0	9.0	0.52
2159	8446766	2016-01-04	41	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.88
2161	5852034	2016-01-04	99	54	97.0	10.0	10.0	10.0	10.0	9.0	10.0	7.01
2162	1851837	2016-01-04	95	9	96.0	9.0	10.0	9.0	10.0	9.0	9.0	0.37
2163	7324041	2016-01-04	79	24	98.0	10.0	10.0	10.0	10.0	9.0	10.0	4.21
2164	4105081	2016-01-04	70	2	90.0	9.0	9.0	10.0	10.0	8.0	9.0	0.14
2166	5682	2016-01-04	48	297	96.0	10.0	10.0	10.0	10.0	9.0	10.0	4.21
2167	2737012	2016-01-04	65	106	96.0	10.0	10.0	10.0	10.0	9.0	10.0	5.52
2168	8743202	2016-01-04	55	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.6
2169	1003890	2016-01-04	99	72	93.0	10.0	10.0	10.0	10.0	9.0	9.0	2.2
2171	8153673	2016-01-04	110	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.78
2172	7936712	2016-01-04	120	11	95.0	10.0	9.0	9.0	10.0	9.0	9.0	2.48
2173	2642359	2016-01-04	49	59	86.0	9.0	9.0	9.0	9.0	9.0	9.0	3.26
2174	6528342	2016-01-04	244	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.2
2175	9820818	2016-01-04	125	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
2176	8754180	2016-01-04	175	2	60.0	7.0	6.0	10.0	10.0	10.0	7.0	2.0
2177	8904766	2016-01-04	38	1	100.0	10.0	10.0	8.0	8.0	10.0	10.0	1.0
2178	3186785	2016-01-04	70	22	98.0	10.0	10.0	10.0	10.0	9.0	10.0	3.13
2180	8006745	2016-01-04	65	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.57
2181	7013085	2016-01-04	99	47	90.0	10.0	10.0	10.0	10.0	8.0	9.0	7.5
2182	6546748	2016-01-04	295	7	100.0	9.0	9.0	10.0	9.0	9.0	10.0	0.99
2183	4526737	2016-01-04	95	15	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.05
2185	4735761	2016-01-04	45	7	94.0	9.0	8.0	10.0	9.0	9.0	9.0	0.8
2186	1672979	2016-01-04	68	18	96.0	9.0	9.0	10.0	10.0	8.0	10.0	0.71
2187	7388899	2016-01-04	55	14	93.0	9.0	9.0	9.0	9.0	8.0	9.0	2.71
2188	8052307	2016-01-04	40	6	93.0	9.0	9.0	10.0	10.0	9.0	9.0	1.38
2190	6117473	2016-01-04	48	20	92.0	9.0	10.0	10.0	10.0	9.0	9.0	2.84
2192	7745016	2016-01-04	50	2	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.42
2193	6557297	2016-01-04	60	21	94.0	10.0	9.0	10.0	9.0	9.0	10.0	2.85
2194	1263470	2016-01-04	100	6	77.0	8.0	8.0	9.0	8.0	7.0	8.0	1.27
2195	7415378	2016-01-04	200	1	100.0	10.0	10.0	10.0	10.0	6.0	10.0	0.23
2197	7902382	2016-01-04	35	16	95.0	10.0	10.0	10.0	10.0	9.0	10.0	3.5
2198	4772997	2016-01-04	67	16	99.0	10.0	10.0	10.0	10.0	10.0	10.0	2.14
2199	4708075	2016-01-04	55	13	92.0	9.0	10.0	9.0	9.0	8.0	10.0	1.73
2200	3859882	2016-01-04	65	4	100.0	10.0	10.0	10.0	10.0	8.0	10.0	0.24
2201	4711069	2016-01-04	169	42	91.0	9.0	9.0	9.0	10.0	9.0	9.0	3.38
2202	7713043	2016-01-04	75	7	91.0	9.0	10.0	10.0	10.0	9.0	9.0	1.39
2203	174636	2016-01-04	88	32	95.0	9.0	9.0	10.0	10.0	9.0	9.0	0.6
2204	8195348	2016-01-04	60	3	100.0	9.0	10.0	10.0	10.0	10.0	10.0	0.8
2205	7902068	2016-01-04	35	16	90.0	9.0	9.0	9.0	10.0	8.0	10.0	3.48
2206	4832481	2016-01-04	57	12	95.0	10.0	9.0	10.0	10.0	9.0	10.0	1.43
2207	7902268	2016-01-04	37	12	98.0	10.0	10.0	9.0	10.0	9.0	10.0	2.77
2208	4559222	2016-01-04	60	14	92.0	9.0	9.0	9.0	10.0	10.0	10.0	1.12
2209	7902330	2016-01-04	39	23	97.0	10.0	10.0	10.0	10.0	9.0	10.0	5.15
2210	6249164	2016-01-04	42	18	99.0	10.0	10.0	10.0	10.0	8.0	10.0	2.56
2213	2027236	2016-01-04	60	144	93.0	9.0	10.0	10.0	9.0	9.0	10.0	5.85
2214	3673011	2016-01-04	69	55	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.13
2215	6577295	2016-01-04	69	75	95.0	10.0	10.0	10.0	10.0	9.0	9.0	10.27
2216	4384000	2016-01-04	300	1	80.0	8.0	8.0	10.0	8.0	10.0	8.0	1.0
2217	3147706	2016-01-04	65	47	95.0	10.0	10.0	10.0	10.0	9.0	10.0	2.42
2218	1900698	2016-01-04	50	81	91.0	9.0	9.0	10.0	10.0	9.0	9.0	3.18
2219	4157572	2016-01-04	65	67	98.0	10.0	10.0	10.0	10.0	9.0	10.0	4.77
2221	3642289	2016-01-04	65	73	97.0	10.0	10.0	10.0	10.0	9.0	10.0	4.21
2222	3022564	2016-01-04	90	127	98.0	10.0	10.0	10.0	10.0	10.0	10.0	6.65
2223	2203983	2016-01-04	80	29	94.0	9.0	10.0	10.0	10.0	9.0	9.0	1.25
2224	215882	2016-01-04	99	179	97.0	10.0	10.0	10.0	10.0	9.0	10.0	3.53
2225	491958	2016-01-04	75	151	96.0	10.0	10.0	10.0	10.0	9.0	10.0	3.55
2226	190984	2016-01-04	110	51	87.0	9.0	9.0	9.0	9.0	7.0	8.0	2.55
2227	1599856	2016-01-04	125	138	92.0	9.0	9.0	10.0	10.0	9.0	9.0	5.01
2228	1223644	2016-01-04	90	38	96.0	10.0	10.0	10.0	10.0	10.0	10.0	1.23
2229	3246706	2016-01-04	40	18	93.0	10.0	10.0	10.0	9.0	9.0	10.0	0.95
2230	1305009	2016-01-04	50	22	98.0	10.0	10.0	10.0	10.0	9.0	9.0	0.74
2231	8952253	2016-01-04	97	2	100.0	10.0	10.0	10.0	10.0	8.0	10.0	1.58
2232	4041868	2016-01-04	195	7	71.0	7.0	7.0	9.0	10.0	6.0	7.0	0.64
2234	7750477	2016-01-04	195	1	100.0	10.0	10.0	8.0	8.0	10.0	10.0	1.0
2236	2721575	2016-01-04	95	77	97.0	10.0	10.0	10.0	10.0	9.0	10.0	3.83
2237	1738425	2016-01-04	72	46	97.0	9.0	10.0	10.0	10.0	9.0	10.0	1.8
2238	2471659	2016-01-04	100	80	96.0	10.0	10.0	10.0	10.0	9.0	9.0	4.69
2239	6078382	2016-01-04	55	17	99.0	10.0	10.0	10.0	10.0	9.0	10.0	2.43
2240	7585688	2016-01-04	65	22	91.0	9.0	9.0	10.0	10.0	9.0	9.0	4.15
2241	3120652	2016-01-04	124	45	91.0	9.0	9.0	10.0	10.0	9.0	9.0	2.48
2242	4922836	2016-01-04	70	32	95.0	10.0	10.0	10.0	10.0	9.0	10.0	3.32
2243	1433440	2016-01-04	65	14	88.0	10.0	10.0	9.0	9.0	9.0	9.0	0.61
2244	2980762	2016-01-04	65	22	92.0	9.0	9.0	10.0	10.0	8.0	9.0	1.24
2245	1733747	2016-01-04	72	41	97.0	9.0	10.0	10.0	10.0	9.0	10.0	1.61
2246	1455269	2016-01-04	115	88	97.0	10.0	10.0	10.0	10.0	9.0	10.0	3.01
2247	1457330	2016-01-04	220	4	95.0	9.0	10.0	10.0	10.0	9.0	10.0	0.22
2248	7420488	2016-01-04	45	8	100.0	10.0	9.0	10.0	10.0	8.0	10.0	1.55
2249	8902887	2016-01-04	90	6	97.0	10.0	10.0	10.0	10.0	9.0	10.0	2.73
2250	5175464	2016-01-04	90	16	86.0	9.0	9.0	10.0	10.0	9.0	9.0	1.42
2251	7411863	2016-01-04	25	40	92.0	9.0	10.0	10.0	9.0	9.0	9.0	7.74
2252	2856806	2016-01-04	175	3	93.0	10.0	7.0	10.0	10.0	9.0	9.0	0.15
2253	693956	2016-01-04	150	1	97.0	10.0	10.0	10.0	10.0	8.0	10.0	0.03
2254	5682316	2016-01-04	85	36	98.0	10.0	10.0	10.0	10.0	9.0	10.0	4.32
2255	8597800	2016-01-04	49	3	100.0	9.0	10.0	10.0	10.0	9.0	10.0	0.97
2256	4707171	2016-01-04	110	53	92.0	10.0	9.0	10.0	10.0	10.0	10.0	4.37
2258	7417852	2016-01-04	65	11	96.0	10.0	10.0	10.0	10.0	9.0	9.0	2.26
2260	7262142	2016-01-04	65	27	99.0	9.0	10.0	10.0	10.0	9.0	10.0	6.28
2261	7615170	2016-01-04	85	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.71
2262	609610	2016-01-04	90	15	95.0	10.0	10.0	10.0	10.0	8.0	10.0	0.36
2263	8326413	2016-01-04	70	9	96.0	10.0	10.0	10.0	10.0	9.0	10.0	2.65
2265	7480196	2016-01-04	199	7	94.0	9.0	10.0	9.0	9.0	9.0	9.0	1.35
2266	8774504	2016-01-04	109	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	3.24
2267	8627921	2016-01-04	70	13	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.53
2268	788146	2016-01-04	58	24	97.0	10.0	10.0	10.0	10.0	9.0	10.0	0.64
2269	9217446	2016-01-04	35	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.14
2270	2016613	2016-01-04	300	16	94.0	10.0	9.0	10.0	10.0	8.0	9.0	0.65
2271	2695493	2016-01-04	95	18	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
2273	7922663	2016-01-04	49	1	100.0	10.0	10.0	10.0	10.0	8.0	10.0	1.0
